username,timestamp,content,retweets,likes,replies,mentions,hashtags,content_length,total_engagement,text_feature_1,text_feature_2,text_feature_3,text_feature_4,text_feature_5,text_feature_6,text_feature_7,engagement_signal,viral_score,viral_score_norm,composite_signal,signal_confidence,trading_signal
user_250,2025-08-31 18:56:34+00:00,This is a sample tweet about Indian stock market #banknifty,296,162,126,"user_197, user_452","#nifty50, #sensex",59,584,1.0,-8.794332065416649e-16,1.86741635289713e-15,7.85046229341904e-17,4.8225134629663415e-18,2.220446049250313e-16,-9.813077866773593e-18,-1.028349318607586,204.8,0.0767538691177626,-0.8922357092852677,0.5783073719559451,HOLD
user_66,2025-08-31 18:56:25+00:00,This is a sample tweet about Indian stock market #nifty50,859,1782,318,,"#intraday, #banknifty",57,2959,8.7943320654154385e-16,0.9999999999999998,6.133997559684702e-14,-1.4722907200421116e-13,1.6653345369377348e-16,-8.573517087456332e-18,-2.7755575615628914e-17,0.6805068294920905,973.6,0.6807290439154685,0.5723583481944567,0.7294893114887574,STRONG_BUY
user_381,2025-08-31 18:55:38+00:00,This is a sample tweet about Indian stock market #banknifty,43,900,399,"user_149, user_42","#banknifty, #sensex, #nifty50",59,1342,1.0,-8.794332065416649e-16,1.86741635289713e-15,7.85046229341904e-17,4.8225134629663415e-18,2.220446049250313e-16,-9.813077866773593e-18,-0.4148006242580455,406.9,0.2355251787257443,-0.41852637237306733,0.8021941018106955,SELL
user_365,2025-08-31 18:52:54+00:00,This is a sample tweet about Indian stock market #sensex,789,2252,475,"user_342, user_231, user_173",#nifty50,56,3516,-1.8394251800945265e-15,-3.917380684416047e-14,0.989158874904082,0.14684931119515054,1.7344225237387914e-16,8.76733078850672e-18,1.1102230246251565e-16,1.1381885711317985,1133.7,0.8065048314871553,1.6040518775190376,0.2418854740841383,HOLD
user_239,2025-08-31 18:51:14+00:00,This is a sample tweet about Indian stock market #nifty50,315,162,14,"user_165, user_490","#intraday, #banknifty, #nifty50",57,491,8.7943320654154385e-16,0.9999999999999998,6.133997559684702e-14,-1.4722907200421116e-13,1.6653345369377348e-16,-8.573517087456332e-18,-2.7755575615628914e-17,-1.2632300883913408,178.79999999999998,0.056328069761960864,-1.0373550397761147,0.5097203929572002,HOLD
user_219,2025-08-31 18:50:49+00:00,This is a sample tweet about Indian stock market #intraday,230,1869,33,,"#banknifty, #intraday, #nifty50",58,2132,2.295523110806371e-16,1.5472654252688726e-13,-0.14684931119515054,0.9891588749040823,2.220446049250313e-16,6.840978198275288e-17,-1.6653345369377348e-16,-0.6691723570711322,662.5999999999999,0.43640505931337875,-1.1543231042407252,0.4544383974172326,HOLD
user_46,2025-08-31 18:50:09+00:00,This is a sample tweet about Indian stock market #nifty50,997,635,117,"user_57, user_365","#banknifty, #sensex, #intraday",57,1749,8.7943320654154385e-16,0.9999999999999998,6.133997559684702e-14,-1.4722907200421116e-13,1.6653345369377348e-16,-8.573517087456332e-18,-2.7755575615628914e-17,-0.05667904399299969,624.4,0.40639484641370094,-0.07182945670984353,0.9660516250854669,HOLD
user_131,2025-08-31 18:48:36+00:00,This is a sample tweet about Indian stock market #intraday,227,1687,163,,#intraday,58,2077,2.295523110806371e-16,1.5472654252688726e-13,-0.14684931119515054,0.9891588749040823,2.220446049250313e-16,6.840978198275288e-17,-1.6653345369377348e-16,-0.443654778461398,645.8,0.4232068504988608,-1.044442461934097,0.5063707022367386,HOLD
user_49,2025-08-31 18:47:29+00:00,This is a sample tweet about Indian stock market #banknifty,969,459,203,,"#nifty50, #sensex, #banknifty",59,1631,1.0,-8.794332065416649e-16,1.86741635289713e-15,7.85046229341904e-17,4.8225134629663415e-18,2.220446049250313e-16,-9.813077866773593e-18,0.04121796083713288,586.1999999999999,0.376384633514023,-0.04592758846330183,0.9782934876095355,HOLD
user_166,2025-08-31 18:44:55+00:00,This is a sample tweet about Indian stock market #intraday,957,1663,407,user_401,"#sensex, #banknifty, #intraday",58,3027,2.295523110806371e-16,1.5472654252688726e-13,-0.14684931119515054,0.9891588749040823,2.220446049250313e-16,6.840978198275288e-17,-1.6653345369377348e-16,0.9529943780976556,1003.8000000000001,0.7044543954748999,-0.038086439170023606,0.9819994083858032,HOLD
user_259,2025-08-31 18:44:53+00:00,This is a sample tweet about Indian stock market #sensex,885,1174,190,user_183,"#intraday, #banknifty",56,2249,-1.8394251800945265e-15,-3.917380684416047e-14,0.989158874904082,0.14684931119515054,1.7344225237387914e-16,8.76733078850672e-18,1.1102230246251565e-16,0.18588004174575742,763.2,0.5154371906669809,0.8287243564875111,0.6083244055639963,BUY
user_231,2025-08-31 18:44:22+00:00,This is a sample tweet about Indian stock market #intraday,856,1898,238,user_275,"#sensex, #intraday, #nifty50",58,2992,2.295523110806371e-16,1.5472654252688726e-13,-0.14684931119515054,0.9891588749040823,2.220446049250313e-16,6.840978198275288e-17,-1.6653345369377348e-16,0.5376307140481061,983.1999999999999,0.6882708775237645,-0.2768176410492758,0.8691691474257021,SELL
user_374,2025-08-31 18:42:45+00:00,This is a sample tweet about Indian stock market #banknifty,127,2667,478,"user_10, user_100","#intraday, #banknifty, #sensex",59,3272,1.0,-8.794332065416649e-16,1.86741635289713e-15,7.85046229341904e-17,4.8225134629663415e-18,2.220446049250313e-16,-9.813077866773593e-18,0.5355715948211323,994.3,0.6969911226333568,0.5087245409023067,0.7595642201146083,STRONG_BUY
user_323,2025-08-31 18:42:35+00:00,This is a sample tweet about Indian stock market #intraday,722,1033,49,"user_64, user_420, user_105","#banknifty, #sensex, #intraday",58,1804,2.295523110806371e-16,1.5472654252688726e-13,-0.14684931119515054,0.9891588749040823,2.220446049250313e-16,6.840978198275288e-17,-1.6653345369377348e-16,-0.3800715676000817,613.4000000000001,0.3977531620708618,-1.0329718881167946,0.5117919786638683,HOLD
user_431,2025-08-31 18:42:11+00:00,This is a sample tweet about Indian stock market #intraday,839,2583,296,,"#intraday, #banknifty",58,3718,2.295523110806371e-16,1.5472654252688726e-13,-0.14684931119515054,0.9891588749040823,2.220446049250313e-16,6.840978198275288e-17,-1.6653345369377348e-16,0.9113998610902948,1199.3,0.8580406944771781,0.07733809648029483,0.9634481059059775,HOLD
user_430,2025-08-31 18:41:53+00:00,This is a sample tweet about Indian stock market #intraday,728,121,353,,"#intraday, #banknifty",58,1202,2.295523110806371e-16,1.5472654252688726e-13,-0.14684931119515054,0.9891588749040823,2.220446049250313e-16,6.840978198275288e-17,-1.6653345369377348e-16,-0.02254925448381288,433.4,0.25634378191531143,-0.9669350235304053,0.543002631505292,HOLD
user_42,2025-08-31 18:41:41+00:00,This is a sample tweet about Indian stock market #nifty50,396,2357,223,"user_242, user_116",#sensex,57,2976,8.7943320654154385e-16,0.9999999999999998,6.133997559684702e-14,-1.4722907200421116e-13,1.6653345369377348e-16,-8.573517087456332e-18,-2.7755575615628914e-17,0.1445790044304541,932.4,0.6483620080131981,0.25402144933441484,0.8799431905329169,BUY
user_420,2025-08-31 18:39:40+00:00,This is a sample tweet about Indian stock market #intraday,778,1291,203,"user_470, user_453, user_184",#nifty50,58,2272,2.295523110806371e-16,1.5472654252688726e-13,-0.14684931119515054,0.9891588749040823,2.220446049250313e-16,6.840978198275288e-17,-1.6653345369377348e-16,0.13616548282684024,759.4,0.5124518815303637,-0.6513534614205727,0.6921542703642062,SELL
user_257,2025-08-31 18:39:36+00:00,This is a sample tweet about Indian stock market #banknifty,540,540,278,"user_458, user_63, user_320",#nifty50,59,1358,1.0,-8.794332065416649e-16,1.86741635289713e-15,7.85046229341904e-17,4.8225134629663415e-18,2.220446049250313e-16,-9.813077866773593e-18,-0.253178251338996,461.4,0.27834079660617483,-0.2928505147299581,0.8615916154269871,SELL
user_329,2025-08-31 18:39:35+00:00,This is a sample tweet about Indian stock market #intraday,454,329,343,user_31,"#sensex, #intraday, #banknifty",58,1126,2.295523110806371e-16,1.5472654252688726e-13,-0.14684931119515054,0.9891588749040823,2.220446049250313e-16,6.840978198275288e-17,-1.6653345369377348e-16,-0.28398116788348443,383.2,0.21690627700526358,-1.1434530389840618,0.4595758586703409,HOLD
user_63,2025-08-31 18:38:45+00:00,This is a sample tweet about Indian stock market #banknifty,897,1779,145,,#intraday,59,2821,1.0,-8.794332065416649e-16,1.86741635289713e-15,7.85046229341904e-17,4.8225134629663415e-18,2.220446049250313e-16,-9.813077866773593e-18,0.3265870394445423,936.0,0.6511901956163092,0.35480379745811963,0.8323109642070057,BUY
user_249,2025-08-31 18:38:33+00:00,This is a sample tweet about Indian stock market #nifty50,230,918,35,"user_167, user_418","#intraday, #nifty50, #sensex",57,1183,8.7943320654154385e-16,0.9999999999999998,6.133997559684702e-14,-1.4722907200421116e-13,1.6653345369377348e-16,-8.573517087456332e-18,-2.7755575615628914e-17,-1.0261507975421962,377.9,0.2127425563673501,-0.7689703546444362,0.6365656223311893,SELL
user_225,2025-08-31 18:37:52+00:00,This is a sample tweet about Indian stock market #intraday,58,2091,470,user_233,#nifty50,58,2619,2.295523110806371e-16,1.5472654252688726e-13,-0.14684931119515054,0.9891588749040823,2.220446049250313e-16,6.840978198275288e-17,-1.6653345369377348e-16,0.2182555428120838,791.5,0.5376698876581035,-0.584404769275985,0.7237958754252487,STRONG_SELL
user_400,2025-08-31 18:37:34+00:00,This is a sample tweet about Indian stock market #sensex,775,1821,144,"user_111, user_62, user_316","#nifty50, #intraday",56,2740,-1.8394251800945265e-15,-3.917380684416047e-14,0.989158874904082,0.14684931119515054,1.7344225237387914e-16,8.76733078850672e-18,1.1102230246251565e-16,0.1988595288865448,899.5,0.6225155157514337,0.9318558380413929,0.5595819207722015,HOLD
user_123,2025-08-31 18:37:26+00:00,This is a sample tweet about Indian stock market #nifty50,416,1250,277,user_56,"#sensex, #banknifty",57,1943,8.7943320654154385e-16,0.9999999999999998,6.133997559684702e-14,-1.4722907200421116e-13,1.6653345369377348e-16,-8.573517087456332e-18,-2.7755575615628914e-17,-0.12925318875185074,624.5,0.40647340718045405,-0.11093266616362901,0.9475704827282159,HOLD
user_259,2025-08-31 18:36:35+00:00,This is a sample tweet about Indian stock market #sensex,201,289,162,"user_314, user_189, user_207","#banknifty, #nifty50",56,652,-1.8394251800945265e-15,-3.917380684416047e-14,0.989158874904082,0.14684931119515054,1.7344225237387914e-16,8.76733078850672e-18,1.1102230246251565e-16,-1.0075967931839458,215.70000000000002,0.08531699269384871,-0.20160899033418545,0.9047146128690201,SELL
user_337,2025-08-31 18:35:44+00:00,This is a sample tweet about Indian stock market #intraday,429,910,397,,#nifty50,58,1736,2.295523110806371e-16,1.5472654252688726e-13,-0.14684931119515054,0.9891588749040823,2.220446049250313e-16,6.840978198275288e-17,-1.6653345369377348e-16,0.03180029590824588,563.7,0.3587084609945793,-0.845704497179176,0.6002991717851757,SELL
user_291,2025-08-31 18:35:14+00:00,This is a sample tweet about Indian stock market #intraday,175,2002,252,,"#nifty50, #banknifty",58,2429,2.295523110806371e-16,1.5472654252688726e-13,-0.14684931119515054,0.9891588749040823,2.220446049250313e-16,6.840978198275288e-17,-1.6653345369377348e-16,-0.18001721457628928,746.2,0.5020818603189567,-0.8313303777911278,0.6070927355458333,SELL
user_147,2025-08-31 18:34:51+00:00,This is a sample tweet about Indian stock market #intraday,523,2614,159,,#banknifty,58,3296,2.295523110806371e-16,1.5472654252688726e-13,-0.14684931119515054,0.9891588749040823,2.220446049250313e-16,6.840978198275288e-17,-1.6653345369377348e-16,0.2426850167746333,1041.1,0.7337575614737999,-0.3951881257523493,0.8132243334512947,SELL
user_73,2025-08-31 18:34:40+00:00,This is a sample tweet about Indian stock market #banknifty,57,572,496,,"#nifty50, #banknifty",59,1125,1.0,-8.794332065416649e-16,1.86741635289713e-15,7.85046229341904e-17,4.8225134629663415e-18,2.220446049250313e-16,-9.813077866773593e-18,-0.30078250026934295,343.2,0.18548197030403016,-0.40190657756056947,0.8100490272290577,SELL
user_447,2025-08-31 18:33:58+00:00,This is a sample tweet about Indian stock market #banknifty,305,2383,122,"user_396, user_408, user_254",#sensex,59,2810,1.0,-8.794332065416649e-16,1.86741635289713e-15,7.85046229341904e-17,4.8225134629663415e-18,2.220446049250313e-16,-9.813077866773593e-18,-0.18267876056149301,873.5,0.6020897163956319,0.03583659323141071,0.9830627411314832,HOLD
user_272,2025-08-31 18:33:44+00:00,This is a sample tweet about Indian stock market #sensex,868,108,474,"user_207, user_441","#banknifty, #intraday, #sensex",56,1450,-1.8394251800945265e-15,-3.917380684416047e-14,0.989158874904082,0.14684931119515054,1.7344225237387914e-16,8.76733078850672e-18,1.1102230246251565e-16,0.41231906652051964,521.8,0.32579149972503724,0.7807033885895704,0.6310203007667596,BUY
user_422,2025-08-31 18:31:37+00:00,This is a sample tweet about Indian stock market #banknifty,400,2369,218,,"#sensex, #nifty50",59,2987,1.0,-8.794332065416649e-16,1.86741635289713e-15,7.85046229341904e-17,4.8225134629663415e-18,2.220446049250313e-16,-9.813077866773593e-18,0.14230862433536487,936.0999999999999,0.6512687563830621,0.25540537639215166,0.8792891124323376,BUY
user_331,2025-08-31 18:30:31+00:00,This is a sample tweet about Indian stock market #intraday,878,1563,75,"user_330, user_191, user_99","#nifty50, #banknifty",58,2516,2.295523110806371e-16,1.5472654252688726e-13,-0.14684931119515054,0.9891588749040823,2.220446049250313e-16,6.840978198275288e-17,-1.6653345369377348e-16,0.06187919071230604,842.6,0.5778144394689292,-0.6327746321824942,0.7009350838262263,STRONG_SELL
user_138,2025-08-31 18:29:44+00:00,This is a sample tweet about Indian stock market #banknifty,377,1811,110,user_247,"#banknifty, #sensex",59,2298,1.0,-8.794332065416649e-16,1.86741635289713e-15,7.85046229341904e-17,4.8225134629663415e-18,2.220446049250313e-16,-9.813077866773593e-18,-0.3442255468433168,727.0999999999999,0.48707675386911764,-0.15461087173909238,0.9269270842342011,HOLD
user_449,2025-08-31 18:29:30+00:00,This is a sample tweet about Indian stock market #nifty50,74,1301,263,user_189,"#sensex, #nifty50",57,1638,8.7943320654154385e-16,0.9999999999999998,6.133997559684702e-14,-1.4722907200421116e-13,1.6653345369377348e-16,-8.573517087456332e-18,-2.7755575615628914e-17,-0.5383650944985422,498.8,0.30772252337182815,-0.42041102040016864,0.8013033706157706,SELL
user_199,2025-08-31 18:29:30+00:00,This is a sample tweet about Indian stock market #intraday,932,910,261,"user_123, user_436, user_476",#banknifty,58,2103,2.295523110806371e-16,1.5472654252688726e-13,-0.14684931119515054,0.9891588749040823,2.220446049250313e-16,6.840978198275288e-17,-1.6653345369377348e-16,0.302840697447549,724.0999999999999,0.48471993086652515,-0.586281588061848,0.7229088445230591,STRONG_SELL
user_19,2025-08-31 18:29:26+00:00,This is a sample tweet about Indian stock market #sensex,179,804,21,,#intraday,56,1004,-1.8394251800945265e-15,-3.917380684416047e-14,0.989158874904082,0.14684931119515054,1.7344225237387914e-16,8.76733078850672e-18,1.1102230246251565e-16,-1.1607165427129134,319.1,0.16654882551653705,-0.2113364830726565,0.9001171596013726,SELL
user_465,2025-08-31 18:29:04+00:00,This is a sample tweet about Indian stock market #banknifty,592,2884,124,,"#intraday, #sensex",59,3600,1.0,-8.794332065416649e-16,1.86741635289713e-15,7.85046229341904e-17,4.8225134629663415e-18,2.220446049250313e-16,-9.813077866773593e-18,0.3450290598211458,1139.2,0.8108256736585749,0.5080649953943259,0.7598759376077334,STRONG_BUY
